trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
444,False,"{'a': 0.015, 'e': 0.9298414180167014}",25,0,-41.29795649298015,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
445,False,"{'a': 0.015, 'e': 0.9242176121354171}",25,0,-137.94307665637191,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
446,False,"{'a': 0.015, 'e': 0.9183858611904162}",30,0,-244.52675730574245,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 5}",0
447,False,"{'a': 0.015, 'e': 0.9123474773010584}",20,0,-67.31588950694356,"{0: 12, 1: 6, 2: 1, 3: 0, 4: 1}",0
448,False,"{'a': 0.015, 'e': 0.9061038190782451}",25,0,-69.29932658962701,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
449,False,"{'a': 0.015, 'e': 0.8996562913187363}",25,0,-85.7149925126982,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
450,False,"{'a': 0.015, 'e': 0.8930063446890767}",20,0,-86.24742599098923,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
451,False,"{'a': 0.015, 'e': 0.8861554753992047}",25,0,-151.4471537205297,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
452,False,"{'a': 0.015, 'e': 0.8791052248658083}",20,0,-104.50879840036345,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
453,False,"{'a': 0.015, 'e': 0.8718571793655141}",20,0,-157.3891591142678,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
454,False,"{'a': 0.015, 'e': 0.864412969677983}",20,0,-50.589163360072455,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
455,False,"{'a': 0.015, 'e': 0.8567742707189887}",25,0,-152.71786598892882,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
456,False,"{'a': 0.015, 'e': 0.8489428011635725}",20,0,-104.84069555568209,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
457,False,"{'a': 0.015, 'e': 0.8409203230593449}",20,0,-200.99097556723075,"{0: 9, 1: 2, 2: 4, 3: 2, 4: 3}",0
458,False,"{'a': 0.015, 'e': 0.8327086414300346}",20,0,-49.168915121374404,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
459,False,"{'a': 0.015, 'e': 0.8243096038693662}",30,15,-14.095827380202762,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
460,False,"{'a': 0.015, 'e': 0.8157251001253574}",30,10,-52.051627003782095,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
461,False,"{'a': 0.015, 'e': 0.8069570616751343}",20,0,-45.33024580218946,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
462,False,"{'a': 0.015, 'e': 0.7980074612903593}",25,0,-91.21701236420753,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
463,False,"{'a': 0.015, 'e': 0.7888783125933627}",20,2,-114.9880592063515,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 3}",1
464,False,"{'a': 0.015, 'e': 0.7795716696040875}",20,0,-48.38292560774559,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
465,False,"{'a': 0.015, 'e': 0.7700896262779453}",25,0,-130.09079952506,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
466,False,"{'a': 0.015, 'e': 0.7604343160346817}",25,0,-161.29412489724993,"{0: 12, 1: 5, 2: 5, 3: 1, 4: 2}",0
467,False,"{'a': 0.015, 'e': 0.750607911278368}",25,0,-119.19392559816251,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
468,False,"{'a': 0.015, 'e': 0.7406126229086206}",25,0,-101.57124326248552,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",1
469,False,"{'a': 0.015, 'e': 0.7304506998231544}",25,0,-49.44029954742176,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",1
470,False,"{'a': 0.015, 'e': 0.7201244284117941}",20,9,21.472774483812476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.015, 'e': 0.7096361320420435}",20,0,-150.88712435343572,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
472,False,"{'a': 0.015, 'e': 0.6989881705363377}",20,0,-73.73356814016412,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
473,False,"{'a': 0.015, 'e': 0.6881829396410961}",20,0,-163.65458666780376,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 4}",0
474,False,"{'a': 0.015, 'e': 0.6772228704876853}",20,11,-16.648087982345416,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
475,False,"{'a': 0.015, 'e': 0.6661104290454266}",30,0,-63.6122245969713,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
476,False,"{'a': 0.015, 'e': 0.6548481155667656}",30,0,-160.5637830345658,"{0: 20, 1: 0, 2: 6, 3: 2, 4: 2}",0
477,False,"{'a': 0.015, 'e': 0.6434384640247219}",25,0,-105.64857101515634,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
478,False,"{'a': 0.015, 'e': 0.6318840415427577}",25,0,-102.87572991625952,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
479,False,"{'a': 0.015, 'e': 0.6201874478171878}",20,0,-6.705889539155237,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
480,False,"{'a': 0.015, 'e': 0.6083513145322552}",25,1,-44.157186201743905,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 0}",1
481,False,"{'a': 0.015, 'e': 0.596378304768015}",20,0,-5.489937424349601,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
482,False,"{'a': 0.015, 'e': 0.5842711124011549}",25,0,-94.73855656796002,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
483,False,"{'a': 0.015, 'e': 0.572032461498879}",30,0,-181.9877114299866,"{0: 19, 1: 2, 2: 4, 3: 2, 4: 3}",0
484,False,"{'a': 0.015, 'e': 0.5596651057060105}",20,9,-68.7480750150013,"{0: 6, 1: 2, 2: 1, 3: 1, 4: 1}",1
485,False,"{'a': 0.015, 'e': 0.5471718276254275}",30,18,-69.93350265270959,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
486,False,"{'a': 0.015, 'e': 0.5345554381919919}",30,11,-108.17097039405378,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 2}",1
487,False,"{'a': 0.015, 'e': 0.5218187760401027}",25,7,-52.97701117457925,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
488,False,"{'a': 0.015, 'e': 0.5089647068650109}",30,0,-13.813608217951705,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
489,False,"{'a': 0.015, 'e': 0.49599612277805255}",20,9,12.39215080160882,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.015, 'e': 0.4829159416559378}",20,0,-94.01477488216251,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 2}",0
491,False,"{'a': 0.015, 'e': 0.4697271064842369}",20,0,-64.9696469561305,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
492,False,"{'a': 0.015, 'e': 0.4564325846952225}",20,10,17.414257221615657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.015, 'e': 0.44303536750021305}",25,3,-106.74840672598337,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 2}",1
494,False,"{'a': 0.015, 'e': 0.4295384692165567}",25,18,10.279402192390162,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.015, 'e': 0.4159449265894292}",20,0,10.880466997704035,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
496,False,"{'a': 0.015, 'e': 0.40225779810857365}",25,13,5.926230275387333,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.015, 'e': 0.38848016332015517}",20,0,-2.589289338212244,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
498,False,"{'a': 0.015, 'e': 0.3746151221338789}",25,0,13.401435441092572,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",1
499,False,"{'a': 0.015, 'e': 0.3606657941255182}",20,3,-17.594606327497722,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
500,False,"{'a': 0.015, 'e': 0.3466353178350258}",30,12,0.862423586610126,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
501,False,"{'a': 0.015, 'e': 0.3325268500603782}",20,1,12.779282794546717,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.015, 'e': 0.31834356514730405}",25,13,-17.259869555540686,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
503,False,"{'a': 0.015, 'e': 0.3040886542750728}",25,15,6.997276367927829,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.015, 'e': 0.2897653247384949}",25,6,30.518128089873223,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.015, 'e': 0.27537679922628916}",25,11,22.2322521828515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.015, 'e': 0.2609263150959938}",20,2,19.596137170454245,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.015, 'e': 0.2464171236455773}",20,0,9.744311167472583,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
508,False,"{'a': 0.015, 'e': 0.23185248938190414}",20,14,-11.952472364481128,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
509,False,"{'a': 0.015, 'e': 0.21723568928624126}",20,1,-24.63932604621241,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
510,False,"{'a': 0.015, 'e': 0.2025700120769452}",25,0,-21.005440597354667,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
511,False,"{'a': 0.015, 'e': 0.18785875746951677}",25,16,14.589550682208856,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.015, 'e': 0.17310523543418174}",20,0,12.645472599247414,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
513,False,"{'a': 0.015, 'e': 0.15831276545115627}",25,19,3.1061640309192695,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.015, 'e': 0.1434846757637804}",25,0,15.662786038129736,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
515,False,"{'a': 0.015, 'e': 0.12862430262967997}",20,0,12.198217562915907,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
516,False,"{'a': 0.015, 'e': 0.11373498957011759}",30,18,22.145158919871534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.015, 'e': 0.09882008661771693}",20,11,10.335100757302351,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.015, 'e': 0.08388294956272228}",20,0,-21.126126092240483,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
519,False,"{'a': 0.015, 'e': 0.06892693919795367}",25,0,44.66481991198381,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
520,False,"{'a': 0.015, 'e': 0.05395542056264975}",20,8,2.1659737773421144,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
521,False,"{'a': 0.015, 'e': 0.03897176218534196}",25,13,24.11119501748276,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.015, 'e': 0.023979335325952467}",25,18,15.188377005540788,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.015, 'e': 0.008981513217277585}",25,11,22.815174822152642,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.015, 'e': 0.006018329693980709}",25,8,30.00957161284436,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.015, 'e': 0.021016818506448383}",25,14,13.40632084912001,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.015, 'e': 0.03601057862341526}",30,11,32.03972667671661,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.015, 'e': 0.050996236512110354}",25,11,25.917566362612774,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.015, 'e': 0.06597042046272987}",25,10,27.668875442092553,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.015, 'e': 0.08092976134705501}",20,12,8.198657263644922,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.015, 'e': 0.09587089337649693}",30,7,37.43274155962009,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.015, 'e': 0.11079045485938233}",30,3,25.016063622300855,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.015, 'e': 0.1256850889573172}",20,16,8.219731545866445,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.015, 'e': 0.14055144444046755}",30,12,23.694682625231284,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.015, 'e': 0.15538617644156488}",25,0,31.884541606379592,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
535,False,"{'a': 0.015, 'e': 0.17018594720849423}",20,6,-22.812008267970235,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
536,False,"{'a': 0.015, 'e': 0.18494742685526652}",20,8,19.89816832883912,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.015, 'e': 0.19966729411123924}",30,13,30.924281310145126,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.015, 'e': 0.214342237068377}",30,0,1.0686971933015166,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
539,False,"{'a': 0.015, 'e': 0.22896895392642214}",20,3,-14.408410337599847,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
540,False,"{'a': 0.015, 'e': 0.2435441537357911}",25,19,10.416295786536828,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.015, 'e': 0.25806455713801374}",25,15,-33.783226336001306,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
542,False,"{'a': 0.015, 'e': 0.27252689710358025}",30,0,-22.79484809365932,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
543,False,"{'a': 0.015, 'e': 0.2869279196670144}",25,15,-57.09125823169748,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
544,False,"{'a': 0.015, 'e': 0.3012643846589916}",25,14,13.373744121134695,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.015, 'e': 0.3155330664353684}",25,0,4.973305435780144,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
546,False,"{'a': 0.015, 'e': 0.32973075460294404}",30,0,-51.63412158386978,"{0: 26, 1: 2, 2: 0, 3: 0, 4: 2}",0
547,False,"{'a': 0.015, 'e': 0.3438542547417752}",30,0,-56.946493037078305,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",1
548,False,"{'a': 0.015, 'e': 0.3579003891239121}",25,8,17.61177159968621,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.015, 'e': 0.3718659974283787}",25,0,-35.850828102591734,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
550,False,"{'a': 0.015, 'e': 0.3857479374522218}",20,0,-35.39607540334042,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
551,False,"{'a': 0.015, 'e': 0.3995430858175001}",20,0,-30.877047853448133,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
552,False,"{'a': 0.015, 'e': 0.41324833867402755}",30,21,13.027700652174858,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.015, 'e': 0.4268606123977333}",30,0,-115.55312320866436,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
554,False,"{'a': 0.015, 'e': 0.4403768442844543}",25,0,-27.201115749321495,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
555,False,"{'a': 0.015, 'e': 0.4537939932390356}",30,4,-107.97770150311945,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 2}",1
556,False,"{'a': 0.015, 'e': 0.4671090404595687}",25,5,-24.362067892913494,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
557,False,"{'a': 0.015, 'e': 0.4803189901165999}",20,6,-26.114868127969107,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
558,False,"{'a': 0.015, 'e': 0.4934208700271838}",20,10,-3.670520602914557,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.015, 'e': 0.5064117323236169}",25,0,-8.243882286069441,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
560,False,"{'a': 0.015, 'e': 0.5192886541166856}",25,12,18.084682901930623,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.015, 'e': 0.5320487381533091}",30,0,-3.7214222030943365,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
562,False,"{'a': 0.015, 'e': 0.5446891134684134}",20,0,12.740018297339482,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
563,False,"{'a': 0.015, 'e': 0.5572069360308773}",20,0,7.251682454334287,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
564,False,"{'a': 0.015, 'e': 0.5695993893834319}",20,0,-32.89900754680716,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
565,False,"{'a': 0.015, 'e': 0.5818636852763561}",20,1,-65.99339280372374,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
566,False,"{'a': 0.015, 'e': 0.5939970642948121}",20,0,-42.82314158447206,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
567,False,"{'a': 0.015, 'e': 0.6059967964797067}",25,0,-208.03400567937695,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 4}",0
568,False,"{'a': 0.015, 'e': 0.6178601819419246}",20,2,-36.90414483772103,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
569,False,"{'a': 0.015, 'e': 0.6295845514697836}",20,12,-21.3234490058465,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
570,False,"{'a': 0.015, 'e': 0.6411672671296005}",20,6,-0.7445756324683561,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
571,False,"{'a': 0.015, 'e': 0.6526057228592186}",20,11,-20.961409776766573,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
572,False,"{'a': 0.015, 'e': 0.6638973450543533}",35,0,-137.77873055509085,"{0: 26, 1: 3, 2: 3, 3: 0, 4: 3}",0
573,False,"{'a': 0.015, 'e': 0.6750395931476452}",20,0,-43.02487467589,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
574,False,"{'a': 0.015, 'e': 0.6860299601802822}",25,0,-51.5597537176698,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
575,False,"{'a': 0.015, 'e': 0.6968659733660457}",20,0,-102.86592448864195,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
576,False,"{'a': 0.015, 'e': 0.7075451946476833}",20,0,-57.96743467695731,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
577,False,"{'a': 0.015, 'e': 0.7180652212454577}",25,14,12.712173618768752,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.015, 'e': 0.7284236861977681}",20,0,-96.20723959340145,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
579,False,"{'a': 0.015, 'e': 0.7386182588936983}",20,9,-26.214037074054293,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
580,False,"{'a': 0.015, 'e': 0.7486466455973987}",20,7,-4.085299859782204,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.015, 'e': 0.7585065899641702}",25,0,-81.60114414105205,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
582,False,"{'a': 0.015, 'e': 0.7681958735481255}",25,7,-30.98390469669834,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
583,False,"{'a': 0.015, 'e': 0.7777123163013332}",20,0,-44.881260219693004,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
584,False,"{'a': 0.015, 'e': 0.7870537770643236}",20,0,-87.29430572662393,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
585,False,"{'a': 0.015, 'e': 0.7962181540478326}",20,11,4.52173503972158,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.015, 'e': 0.8052033853057}",25,0,-99.1975543835938,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
587,False,"{'a': 0.015, 'e': 0.814007449198801}",20,0,-76.51303379400946,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
588,False,"{'a': 0.015, 'e': 0.8226283648499004}",30,15,-54.858058750677394,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
589,False,"{'a': 0.015, 'e': 0.8310641925893449}",25,0,-73.94541924971637,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
590,False,"{'a': 0.015, 'e': 0.8393130343914837}",25,0,-112.45529989370264,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
591,False,"{'a': 0.015, 'e': 0.8473730343017096}",20,0,-82.65341810738379,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
592,False,"{'a': 0.015, 'e': 0.855242378854045}",20,0,-74.39814154767755,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
593,False,"{'a': 0.015, 'e': 0.8629192974791657}",20,0,-143.8741518666757,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
594,False,"{'a': 0.015, 'e': 0.8704020629027671}",25,0,-83.73959439351138,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
595,False,"{'a': 0.015, 'e': 0.8776889915341958}",30,0,-110.31293697490543,"{0: 17, 1: 4, 2: 7, 3: 2, 4: 0}",0
596,False,"{'a': 0.015, 'e': 0.8847784438452527}",30,0,-123.7960826344455,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
597,False,"{'a': 0.015, 'e': 0.8916688247390755}",30,0,-96.65998165844086,"{0: 20, 1: 0, 2: 9, 3: 1, 4: 0}",0
598,False,"{'a': 0.015, 'e': 0.8983585839090309}",25,0,-182.44646823592052,"{0: 10, 1: 1, 2: 11, 3: 2, 4: 1}",0
599,False,"{'a': 0.015, 'e': 0.9048462161875294}",30,2,-65.16095391602009,"{0: 20, 1: 0, 2: 7, 3: 1, 4: 0}",1
600,False,"{'a': 0.015, 'e': 0.9111302618846769}",20,0,-99.39067384139635,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
601,False,"{'a': 0.015, 'e': 0.9172093071167018}",20,0,-155.05584890744146,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
602,False,"{'a': 0.015, 'e': 0.9230819841240738}",20,0,-60.95312247340047,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
603,False,"{'a': 0.015, 'e': 0.9287469715792408}",20,0,-195.03606369120544,"{0: 9, 1: 2, 2: 4, 3: 2, 4: 3}",0
604,False,"{'a': 0.015, 'e': 0.9342029948839243}",20,0,-120.69439345615204,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
605,False,"{'a': 0.015, 'e': 0.9394488264558977}",20,0,-225.27741732121675,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 5}",0
606,False,"{'a': 0.015, 'e': 0.944483286005189}",20,13,0.44765159550632805,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.015, 'e': 0.9493052407996383}",30,0,-181.06564709861732,"{0: 15, 1: 3, 2: 8, 3: 3, 4: 1}",0
608,False,"{'a': 0.015, 'e': 0.9539136059197585}",20,0,-130.1739560297554,"{0: 8, 1: 8, 2: 2, 3: 0, 4: 2}",0
609,False,"{'a': 0.015, 'e': 0.95830734450284}",25,0,-88.88379015317157,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
610,False,"{'a': 0.015, 'e': 0.9624854679762374}",20,0,-66.44053144193688,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
611,False,"{'a': 0.015, 'e': 0.9664470362797946}",20,0,-58.33721553517085,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
612,False,"{'a': 0.015, 'e': 0.9701911580773572}",20,0,-165.45158739573128,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
613,False,"{'a': 0.015, 'e': 0.9737169909573157}",25,13,-6.429108794841006,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
614,False,"{'a': 0.015, 'e': 0.977023741622146}",20,8,20.973780070647138,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.015, 'e': 0.9801106660668998}",20,0,-44.556361133248714,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
616,False,"{'a': 0.015, 'e': 0.9829770697465994}",25,0,-188.36942073189843,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 3}",0
617,False,"{'a': 0.015, 'e': 0.9856223077325091}",30,0,-120.33892286192675,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
618,False,"{'a': 0.015, 'e': 0.9880457848572423}",20,0,-52.481444272821356,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
619,False,"{'a': 0.015, 'e': 0.9902469558486693}",20,0,-128.0498971167437,"{0: 8, 1: 5, 2: 5, 3: 1, 4: 1}",0
620,False,"{'a': 0.015, 'e': 0.9922253254526032}",25,0,-142.4152648735823,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
621,False,"{'a': 0.015, 'e': 0.9939804485442298}",30,0,-167.7250547019158,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
622,False,"{'a': 0.015, 'e': 0.9955119302282575}",20,0,-63.82274006981955,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
623,False,"{'a': 0.015, 'e': 0.996819425927768}",25,0,-191.46129588176433,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 3}",0
624,False,"{'a': 0.015, 'e': 0.9979026414617453}",20,0,-165.00119912657922,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
625,False,"{'a': 0.015, 'e': 0.998761333111264}",20,0,-61.58865529576872,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
626,False,"{'a': 0.015, 'e': 0.9993953076743254}",25,0,-64.28781222816113,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
627,False,"{'a': 0.015, 'e': 0.9998044225093274}",25,0,-247.8610554327449,"{0: 7, 1: 4, 2: 10, 3: 1, 4: 3}",0
